date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:22:15	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-654021e8-45b9fcd2618bad36;gz%22	https://gov.portal-cac.com/pages/verificar	C:/Users/User/Desktop/html%20porte%20de%20arma/html%20porte%20de%20arma/gov.portal-cac.com/pages/verificar	(from https://gov.portal-cac.com/cac/registro/)
14:22:15	61061/61061	---M-Z	200	added ('OK')	application/x-javascript	etag:%22ee85-66f38549-3ec73c95f723ede7;gz%22	https://gov.portal-cac.com/cac/registro/js/JsBarcode.all.min.js	C:/Users/User/Desktop/html%20porte%20de%20arma/html%20porte%20de%20arma/gov.portal-cac.com/cac/registro/js/JsBarcode.all.min.js	(from https://gov.portal-cac.com/cac/registro/)
14:22:16	19927/19927	---M-Z	200	added ('OK')	application/x-javascript	etag:%224dd7-66f38549-9557b4f8072af2b1;gz%22	https://gov.portal-cac.com/cac/registro/js/qrcode.min.js	C:/Users/User/Desktop/html%20porte%20de%20arma/html%20porte%20de%20arma/gov.portal-cac.com/cac/registro/js/qrcode.min.js	(from https://gov.portal-cac.com/cac/registro/)
14:22:17	168464/168464	---M-Z	200	added ('OK')	text/html	etag:%2229210-66f39fbf-2e6bf3a4b01341c0;gz%22	https://gov.portal-cac.com/cac/registro/endereco/	C:/Users/User/Desktop/html%20porte%20de%20arma/html%20porte%20de%20arma/gov.portal-cac.com/cac/registro/endereco/index.html	(from https://gov.portal-cac.com/cac/registro/)
14:22:19	480/480	---M--	200	added ('OK')	image/png	date:Thu,%2026%20Sep%202024%2017:22:19%20GMT	https://hpanel.hostinger.com/favicons/hostinger.png	C:/Users/User/Desktop/html%20porte%20de%20arma/html%20porte%20de%20arma/hpanel.hostinger.com/favicons/hostinger.png	(from https://gov.portal-cac.com/)
14:22:19	61819/61819	---M--	200	added ('OK')	image/png	etag:%22668ce968-10f96%22	https://cdn.hostinger.com/hostinger_welcome/v2/man1.png	C:/Users/User/Desktop/html%20porte%20de%20arma/html%20porte%20de%20arma/cdn.hostinger.com/hostinger_welcome/v2/man1.png	(from https://gov.portal-cac.com/)
14:22:19	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-654021e8-45b9fcd2618bad36;gz%22	https://gov.portal-cac.com/cac/registro/a	C:/Users/User/Desktop/html%20porte%20de%20arma/html%20porte%20de%20arma/gov.portal-cac.com/cac/registro/a	(from https://gov.portal-cac.com/cac/registro/js/fbevents.js)
14:22:20	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-654021e8-45b9fcd2618bad36;gz%22	https://gov.portal-cac.com/cac/registro/POST	C:/Users/User/Desktop/html%20porte%20de%20arma/html%20porte%20de%20arma/gov.portal-cac.com/cac/registro/POST	(from https://gov.portal-cac.com/cac/registro/js/fbevents.js)
14:22:20	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-654021e8-45b9fcd2618bad36;gz%22	https://gov.portal-cac.com/cac/registro/schema.org/	C:/Users/User/Desktop/html%20porte%20de%20arma/html%20porte%20de%20arma/gov.portal-cac.com/cac/registro/schema.org/index.html	(from https://gov.portal-cac.com/cac/registro/js/fbevents.js)
14:22:20	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-654021e8-45b9fcd2618bad36;gz%22	https://gov.portal-cac.com/cac/registro/b.resolvedLink	C:/Users/User/Desktop/html%20porte%20de%20arma/html%20porte%20de%20arma/gov.portal-cac.com/cac/registro/b.35.delayed	(from https://gov.portal-cac.com/cac/registro/js/fbevents.js)
14:22:21	134346/134346	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%2220cca-66f38549-171a13f20540b378;gz%22	https://gov.portal-cac.com/cac/registro/fonts/fa-brands-400_1.eot	C:/Users/User/Desktop/html%20porte%20de%20arma/html%20porte%20de%20arma/gov.portal-cac.com/cac/registro/fonts/fa-brands-400_1.eot	(from https://gov.portal-cac.com/cac/registro/css/all.min_1.css)
14:22:21	76764/76764	---M--	200	added ('OK')	font/woff2	etag:%2212bdc-66f38549-112c03b075df6c4;;;%22	https://gov.portal-cac.com/cac/registro/fonts/fa-brands-400_1.woff2	C:/Users/User/Desktop/html%20porte%20de%20arma/html%20porte%20de%20arma/gov.portal-cac.com/cac/registro/fonts/fa-brands-400_1.woff2	(from https://gov.portal-cac.com/cac/registro/css/all.min_1.css)
14:22:21	90060/90060	---M--	200	added ('OK')	application/font-woff	etag:%2215fcc-66f38549-941eaa1dcd8891cf;;;%22	https://gov.portal-cac.com/cac/registro/fonts/fa-brands-400_1.woff	C:/Users/User/Desktop/html%20porte%20de%20arma/html%20porte%20de%20arma/gov.portal-cac.com/cac/registro/fonts/fa-brands-400_1.woff	(from https://gov.portal-cac.com/cac/registro/css/all.min_1.css)
14:22:22	134040/134040	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%2220b98-66f38549-e2013110b0e12a35;gz%22	https://gov.portal-cac.com/cac/registro/fonts/fa-brands-400_1.ttf	C:/Users/User/Desktop/html%20porte%20de%20arma/html%20porte%20de%20arma/gov.portal-cac.com/cac/registro/fonts/fa-brands-400_1.ttf	(from https://gov.portal-cac.com/cac/registro/css/all.min_1.css)
14:22:22	747545/747545	---M-Z	200	added ('OK')	image/svg+xml	etag:%22b6819-66f38549-302062a0de002caa;gz%22	https://gov.portal-cac.com/cac/registro/images/fa-brands-400_1.svg	C:/Users/User/Desktop/html%20porte%20de%20arma/html%20porte%20de%20arma/gov.portal-cac.com/cac/registro/images/fa-brands-400_1.svg	(from https://gov.portal-cac.com/cac/registro/css/all.min_1.css)
14:22:22	34034/34034	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%2284f2-66f38549-6c3c697cd9d39f89;gz%22	https://gov.portal-cac.com/cac/registro/fonts/fa-regular-400_1.eot	C:/Users/User/Desktop/html%20porte%20de%20arma/html%20porte%20de%20arma/gov.portal-cac.com/cac/registro/fonts/fa-regular-400_1.eot	(from https://gov.portal-cac.com/cac/registro/css/all.min_1.css)
